"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","CellType"
"intensitiespanc30",207.649123191833,561.19297027588,536.964920043957,9553.70201873774,579.070171356194,671.052619934085,1514.50877380372,586.508762359615,610.456144332888,2531.3334007263,1833.71928405761,612.45614624024,382.15789604187,1332.63158416747,1836.54388809209,795.964925765995,858.789466857904,389.368421554565,310.368427276613,367.842103958128,287.877189636234,715.842090606686,392.929835319521,5135.68418121338,4789.56145477293,2572.0175628662,1186.43856239318,1710.92981767657,878.122818469998,527.245596885675,1473.6315612793,8030.85955810549,3973.14035034175,2663.38598632813,4740.49110412598,2536.017578125,12206.3857421874,18605.1577987671,4137.07019805904,1740.17539978027,2316.84213256836,1727.47365188597,7072.05242919928,40558.5617370606,2690.33327102657,1484.99998474122,2750.68420410152,3415.87722778317,21176.754699707,103393.37197876,16632.2983322144,1354.8070526123,1849.14035034179,3694.77191162109,2752.91235351563,8912.03526306156,17323.4913940429,4749.45611572263,1803.05264282227,2997.12283325197,8199.3508777619,11978.8068313594,55126.0014343262,33457.4551849365,2303.26316833496,3262.82463073737,4034.01757812498,6651.12281799314,1580.36842346191,3746.07006835928,10855.1049423213,10381.7547454834,11697.1048278804,12125.3333015442,4040.24559020999,3178.57889938357,3811.96493530273,4809.43862915042,2411.96490478515,1573.91229248047,1150.85965013505,1670.78945922851,3108.7367172241,8905.75437164314,9593.77181625364,3605.89484977727,48.684210062027,1312.50877380372,974.684215545655,900.245613098135,605.631591558458,278.701755523683,901.228080749509,1588.70174407959,2307.45611572265,2428.56138992304,1225.91224670411,1576.5789031982,767.929834365838,324.157886862754,237.894736289979,486.403509140005,258.964907824995,190.315791130064,863.824565887454,202.105268478393,81.8771931529044,75.1754367351534,679.280702590942,402.719293594356,211.052631378174,148.228068828583,69.5614024996753,26.17543888092,35.7192974090579,127.807015895844,99.4035067558286,204.438599586491,222.596487045289,247.333331108095,184.543860435486,216.771931648249,118.070177078246,64.0877180099485,20.403508901596,79.175437927246,154.771930217742,97.4210519790648,124.210528552533,106.701755523681,43.2280713319771,28.1929823756219,52.5087709426876,17.1754388809202,35.9999992847444,109.017540931702,26.5438587069517,31.7894730567928,118.350876808167,55.9298257827754,34.2982463836672,"panc1"
"intensitiespanc31",274.523810386657,806.071418762207,443.59523773193,13405.8567504883,792.952384948732,630.52381515503,2146.57136917115,623.2142944336,1158.14285278321,2437.73802375793,3505.52381896977,664.476199150083,601.952388763438,1677.80953979492,2644.19056701663,1214.04763126374,1297.88092899322,470.857146978385,303.809520721436,442.547616958615,213.523809432983,1030.02379989625,621.42858219146,5474.28576660153,5371.61900329588,4000.97621345515,2066.30946636202,3593.0238571167,1942.50001907346,553.095240116119,1824.78570556641,5876.11922454825,2672.6666259766,2879.07147216796,5448.95247650147,2012.83334350585,11103.8333740234,15480.5952148433,4009.35722351074,1947.28572082519,1893.5714263916,2121.45239257813,7017.90455627443,40061.7380752564,2405.69044494629,1197.357131958,2665.28567504883,3277.28573608397,18195.3579711914,99685.6160583496,16084.6909370422,1341.28573608398,2300.14279174805,3898.59533691407,3435.19046020512,7896.97622680664,22494.3328552246,4862.04766845702,1847.11901855468,2690.42849731446,6821.40467262268,10921.6908493042,63622.9521942139,42721.9029083252,2997.30944824214,3934.21420288085,4666.76178741453,7619.80944824226,1485.8571472168,3077.02386474613,9889.9762840271,10084.9049377441,13914.3805847173,17297.3808517456,4687.02382659909,4115.90467071536,4501.95233154291,4982.92840576177,3123.57141113281,1819.2857208252,837.880954742431,1403.28572845459,3614.04771423336,8299.28573608403,10337.5715332031,4401.83330345154,78.452382802964,1442.02379608155,1229.5714111328,827.119074344633,799.309530258172,132.642858505249,940.404743194588,1582.04761505126,1970.09524345398,2364.99995136271,1309.38097572327,1685.14283180235,985.571430206294,499.642852783195,234.714279174804,542.904769897465,250.404755830761,157.285715103149,733.023796081551,139.476193666458,59.8571434020994,99.904764175415,739.190470695492,375.452377319326,180.214283704758,101.738095760345,9.7619044780731,32.9047620296479,21.2857143878937,72.547617912293,52.2857136726385,207.904758453366,201.190474748611,219.166670799256,223.619046211242,94.452383041382,140.404765129089,89.9523844718932,25.095237731934,62.499999046326,221.428569793701,99.9285690784455,74.1428556442267,31.7380948066712,108.499996185303,18.1666669845584,65.4761917591098,37.7857131958008,16.0476191043856,103.500000000001,49.690477371216,45.3571419715879,98.7619042396545,30.880951881409,25.4285712242126,"panc1"
"intensitiespanc32",217.567569732665,503.78377342224,531.135128021235,12737.3781738287,785.810793876649,536.702692031862,1623.7837638855,719.486480712898,606.270269393922,2479.6756362915,1812.24321746826,371.351356506346,267.432439804076,1055.16218566895,2789.08111763003,1358.29726028445,1088.32431983948,420.891901016241,290.459453105926,261.729724884034,223.594594955444,1047.08107852936,879.135116577144,4494.78387451176,5334.40538597104,5666.56760787969,2796.75666427607,3775.13505935669,1784.48646271229,821.54055976868,990.35134887695,11666.6484985352,3678.16217041019,2029.64865112304,5417.48656082154,1752.86486816406,13034.621520996,21464.0260620118,4494.97308158871,1560.18919372558,1469.16217041016,1341.59462356568,10542.4591979981,39282.1083221435,1803.59463500977,1082.24326324463,1718.56758117676,3701.43243408201,23899.0531005859,91668.1651115417,14924.5944633489,1252.32432556153,2042.1081390381,2623.32431030273,2550.81085205078,8477.16206359863,24120.0004196162,5112.13508605957,1838.64863586425,2854.32424926759,4695.3784828186,12820.4866218562,67004.241771698,38342.5145721436,1936.91891479494,2945.70272827149,4479.78384399413,8800.5677032471,1167.32431030274,3290.35131835931,9518.62209701538,10447.3240318293,16380.7030448914,18566.0536804199,4740.08110046393,3388.43238067632,4292.40534973147,4497.3242797852,2938.29733276365,1580.32432556152,1202.13513946533,1005.51351928711,3576.16210937503,8666.0541992188,11422.1349449158,5138.05412006373,116.297296524048,1427.32429122925,1347.67566680908,1010.40542221069,698.486466884609,200.189191341401,687.216215133673,1656.78374099727,2247.91887664791,2422.70281791685,1305.43244934082,1474.56760025029,667.837835311891,328.243242263796,141.891895771027,412.918910026555,239.972966194152,180.432433843611,661.783794403077,152.270270347595,87.7567578554156,29.8108100891108,720.675671577451,366.972972869876,194.189187169075,109.459458589554,21.9729728698735,33.5675673484801,69.432431697845,101.405403256416,39.5405403375619,173.567567825317,102.189189910889,214.162157058718,195.891891479492,151.000004768371,150.891892433166,92.513511657715,46.243243217469,28.0540537834166,122.837839603423,81.8648667335504,68.081081390381,38.0540523529054,69.297298669815,25.7837840318677,54.7297291755678,66.6216212511066,32.783783912659,68.4864854812633,2.4324324131012,16.5945949554443,69.08108139038,10.2702704668045,4.1891890764236,"panc1"
"intensitiespanc33",292.407403945926,704.592609405522,529.296298980714,19224.8895874023,1210.29630088806,387.222221374516,3120.14813804621,798.370361328127,906.037055969248,2824.18515014653,2114.07405853272,511.074069976807,729.074073791504,1974.96297454831,5209.70346164698,2424.18520927433,1269.51849079132,472.925937652585,470.555564880379,321.740747451785,408.518520355219,1846.70369815828,910.333359241485,3825.5185775757,5929.85190963746,7810.92613220222,4352.51873016358,5596.7405071258,2162.70375847819,1065.18518006801,1937.48147583008,9122.22225952148,3834.18521118159,2685.99996948241,5808.33332061763,2621.14813232422,10914.5928039551,18368.9622497559,4416.62968444825,1938.66668701172,1563.40742492675,2458.59259796143,8426.74060058589,39721.5185852051,1884.59260559082,1513.96296691895,2835.29629516606,3224.29629516598,21477.8145980835,84654.0703125,14301.5552368164,1985.18513488769,1960.88890075684,2468.00000000001,3048.74069213871,6747.81475830078,22619.1481323242,5006.55554199218,2584.25921630859,2970.29631042481,4924.33335113527,13520.962890625,68679.851852417,39010.298034668,1983.9259185791,4521.74081420891,4580.85183715821,8487.33337402333,2261.29626464844,3982.18521118165,10097.7778778076,11081.8519515986,14358.0374908452,15782.3699951172,5250.51846313475,3935.51843261719,5199.22219848634,5475.77774047847,2931.5184631348,1902.62965393067,1177.25927734374,1970.37030029295,3800.22230529783,9241.518409729,10280.2219848633,4456.703792572,108.296294808388,1553.77775669098,1638.40740203857,1055.70372772217,717.296298146251,419.444438934322,1160.88888549805,1968.85182952881,2251.96296310422,2526.25925064083,1540.33333206176,1697.55553817746,1021.74072265625,357.814811706546,426.407403945918,869.740753173827,544.370373725888,185.333333611488,689.037040710449,287.14815139771,59.8888906240457,118.185186862945,512.888899326325,560.222213745124,159.037041664123,232.296293258667,101.629629135132,53.259259700775,27.148148536682,142.592590332032,87.4074074029922,469.703714966772,267.703713417054,414.777773857115,481.740732192996,210.518514633179,109.666667938232,215.444444656372,47.8888888359072,104.814810752869,262.962970733646,104.740737915039,36.7777779102325,145.444448471069,141.925923347473,47.6666673421857,154.481484532357,88.11111164093,41.7777786254881,157.592593193054,37.8888880014422,62.6666656732562,190.555557250976,46.777778625488,33.3333325386049,"panc1"
"intensitiespanc34",223.409091949462,734.77273559571,558.204536437988,10362.7725830078,711.022728681557,556.590896606447,1277.04543805122,585.795452117925,867.795455932624,2824.50007629396,2839.43184661866,436.022731781003,552.931819915772,1724.81820678711,2448.95443534848,1104.81818580627,1020.0454826355,526.931810379028,389.340908050532,332.954541206363,334.613628387449,743.681797027582,575.181820869446,4943.77261543271,4837.22729873652,2894.2954208851,1540.02273559567,2540.72724866865,1288.00000739098,483.863654613492,1511.04547119141,7649.09109497073,3758.11363220215,2618.93179321289,5544.22714233403,2753.56817626953,12731.4543457031,13902.5677566524,3646.77276611328,1878.5227508545,1961.56813049317,2227.31814575195,7523.6135635376,32373.3190002441,1862.50002670288,1125.38636779785,2251.59091186524,2619.74993896483,14743.8180160522,71981.8203125,12473.840820312,1503.22727966308,1644.29546356201,2902.00000000001,2375.77273559571,6114.40908813477,27311.4316864014,4564.04537963869,1778.06819152832,2124.93183898926,4694.61354064939,11145.6590881348,59216.7034835815,37004.0461730957,1291.11363983155,3365.3864059448,3363.24995422364,7533.0908470153,1403.06816101074,2827.86361694333,8529.93204116826,7646.88643121719,11952.4541778565,15928.4319915772,5604.7729301453,3707.2954406738,4822.56820678716,4872.79550170903,2418.72726440429,1786.18183898926,1138.06816101075,1437.93183898926,3287.47715759278,7799.75008773794,8852.29536437988,3508.31809997561,80.5227260589599,1033.11363601685,1134.20456171035,1069.77272033691,563.477273941035,331.045449256902,895.522697448731,1192.09091186524,1766.52276039128,2281.54545784001,1053.99999809265,1486.00001478191,741.590908050537,532.590906381604,332.77272987366,516.090916633606,359.840900421139,269.795460700991,712.43181991577,240.431815743442,76.5681831836699,107.318179130555,598.909093856811,478.136367321011,149.909090042114,104.409088611604,76.249999284744,22.90909075737,12.3863635063171,62.4772722721099,101.068179368973,197.113632678989,227.136362075809,230.681819915772,208.704547882081,76.5454533100126,149.840907096864,58.0454537868497,46.181818008423,54.9090919494631,103.431821823119,94.3863654136653,99.0000021457666,61.1590905189517,87.3409087657931,54.5454542636865,39.4999990463255,25.9545454978947,60.5909094810487,125.886363029481,33.909090995789,47.4999997615813,105.568182468414,34.8181819915767,40.0454542636875,"panc1"
"intensitiespanc35",273.04545974731,990.590927124027,630.590911865237,14187.068466186,816.727270603185,721.750009059895,1540.72727966309,726.04547119141,784.045455932612,2472.22734832762,1346.81817626953,749.681816101071,466.500009536743,1683.49996948243,2834.15919876101,1377.61364173885,1115.0681681633,661.227279663091,522.4999885559,685.545459747329,435.454544067379,954.113618850704,510.000012397764,5621.20449447634,7090.88640594491,5437.90904617315,2632.22738838198,3656.7498874664,1775.4773216248,553.409102678301,2075.15911865234,5888.04559326171,3476.38638305664,2722.06817626953,6201.06796264644,2850.09088134766,12345.5003280639,19564.5916137695,4564.04546356201,2075.45455932617,2161.0227355957,1874.59094238282,8007.68164062506,27069.8185882574,2078.06820297241,1476.75000000001,2643.99999999997,3051.50003051756,21266.817276001,73658.3430328369,11987.6136474609,1772.5909576416,2235.93180847168,3159.36364746094,3081.31825256349,9985.75009155276,11017.0224647527,4595.81823730471,2255.09094238282,2858.11361694337,4746.00001144405,11425.6135482783,60518.3845844269,26333.2729034424,1923.68179321289,3283.70458984381,4381.61360168454,7343.65907287598,1632.40908813476,3400.06809997554,10312.3631896973,8075.95462417602,13995.4549865728,17795.3860168457,5153.18178558351,3571.9999542236,4331.13632202145,4492.47729492193,2718.75,1759.18180847168,1199.52268981934,1785.7727355957,3367.88627624512,9405.43195343012,11394.9997711181,4415.81814575193,55.3181807994844,1701.90910720827,1332.56816101074,1189.4545288086,904.204533576954,516.840908050536,1067.34091186523,1410.79544067383,2018.63640594488,2403.20452117917,1468.04544830323,2698.09079742429,1644.22730255127,737.522725820549,267.340906143193,604.88636207581,335.931816101069,219.340906620025,732.295459747313,288.727269172666,94.931818008423,174.727271080017,822.454551696772,757.31816673279,348.750003814698,198.022724151609,115.477270126343,23.4772720336911,56.9545466899876,122.340908169747,152.431816101074,233.045453071597,277.159088134766,396.863637924191,266.931814193726,299.68181800842,252.681814193726,166.386360406876,86.0000000000001,89.0454552173619,267.545454025269,115.295453548432,189.954546928406,193.38636541367,114.500001907349,98.4545474052424,106.068183422089,104.272726535798,42.7727284431451,245.840908050538,65.3181805610657,44.318181037902,179.863637924195,52.4318170547486,48.6590900421145,"panc1"
"intensitiespanc36",378.878044128415,822.390230178833,652.31707763671,21037.6341018677,1697.21947479246,787.926845550532,2875.6097869873,810.463413238528,1048.80490112305,3395.73165512088,1935.78046417237,757.268287658701,762.365865707394,2164.19506835942,4135.12202644348,2000.46338629726,1570.24392318726,772.414657592775,541.073173522946,613.390235900877,387.731700897219,1505.75608253476,820.463427066799,6486.60958862295,7632.14634704587,6199.95122146606,3123.24388504026,5128.04885196686,2509.24389839176,739.756095886231,1654.68292236329,14915.0491333013,4171.60983276374,2025.17074584961,6568.31708526606,2658.70727539062,17270.4883422852,17086.3416748047,4151.78058242798,2839.60981750489,2684.43899536132,2221.73168945312,7367.75639343261,33695.3659515381,2680.31710815432,1631.36584472657,2633.92681884768,3128.68284606935,20472.2200927734,88970.6303329468,14931.5366249084,1688.02438354492,2654.21948242193,3198.04881286622,3699.75610351564,13466.2925262451,15229.7564086909,5245.7072753906,2631.80487060546,3045.90252685548,5173.92694854739,14268.1710662842,77076.3380279541,47594.0491638184,2039.63414001465,4109.51220703131,4541.12185668944,9355.73184204106,1784.17070007324,4037.36584472655,11055.9266357422,11470.0978851318,19413.0735778809,23056.2445220947,7203.14624023433,4788.70742034903,5399.95111083982,5212.19511413564,3720.07312011721,1783.29269409179,1783.43904876705,1569.29272460937,3160.39019966124,11253.6585006713,15206.5856590271,5960.1949691773,72.4390265941623,2102.21948242182,1984.02440261841,1797.02436065674,1386.85369205471,417.097558021544,1128.63414001465,1826.04876708983,2472.46343231204,3128.43907833095,1722.19512653351,3891.75616359706,1970.97561645503,1007.78047943115,326.804873943334,734.609745025642,575.317076683045,228.731708526614,813.073173522951,245.780489921574,72.0487799644465,119.926826477051,949.585351943961,646.365854263306,369.243905067444,216.756103515625,93.3170738220221,60.5121936798094,80.9024381637577,133.756095409394,90.0975608825682,184.560966372492,306.926828861236,299.609759330746,270.243898391724,208.560976028446,283.999999999997,124.609755516052,31.6585376262668,54.1707315444945,223.756103515625,140.999997138977,82.268294334412,117.682929039002,112.097561359405,81.5121929645538,111.121950626373,66.4146356582647,74.6097556352616,145.219513893128,53.439023971557,57.7317066192632,236.414638519287,61.1951211690901,21.9024391174315,"panc1"
"intensitiespanc37",388.722219467162,980.111122131361,580.055564880371,18030.0183563238,1318.09261274338,571.685185432436,3207.64807701114,670.092594146725,1233.75929260255,3117.01857757566,2082.24075317382,663.333320617677,593.629631042482,2102.55557250974,4197.33329391479,1814.01857852939,1467.3704032898,609.481479644778,556.240749359132,477.518524169928,326.592590332032,1406.37032794956,793.870354652402,5748.18534851077,5481.20384979258,5258.00008106224,2532.42584800717,3882.20375061038,2245.22225093845,808.962944030763,1740.38891601562,7704.48156738281,4458.20382690428,3181.14813232423,6625.72231674195,2841.64813232423,9980.64831542961,16580.2967224116,4229.40739440924,2286.40744018555,2131.55557250975,2210.40740966797,7194.48129272457,34184.4252166748,2608.16669845583,1694.55555725098,3392.07406616208,3922.01847839356,18204.2779159546,70221.3871536255,12191.7597503667,2039.83331298828,2501.03698730469,4038.83331298835,4076.16668701177,8505.62994384758,23703.092773437,4959.0739135742,2309.24078369141,2645.64811706539,6244.85176086429,11947.7960777283,65429.1470031738,38494.0196685791,2705.87033081055,3810.85189819335,4806.05548095703,8154.72229766853,1919.62963867187,3207.2037658692,7990.94454193115,8116.07392120356,12746.426177978,17075.0001525879,6187.18525695804,3790.16659545894,4607.74075317382,5467.77764892579,3097.33331298829,2038.53707885742,1597.29630756375,1874.44444274903,3062.68512725829,7164.72230529788,8594.37018966675,3529.722202301,129.296297073364,1388.62962341308,1252.31482696533,1149.57406234741,832.111130714419,418.685188293452,1256.99998474121,1292.12963867187,1645.03702545166,2276.3518924713,1190.16666984558,2233.90737152098,1253.68519783021,638.35185956955,312.722217559822,644.185195922849,408.962968826294,160.129630565643,800.092586517333,313.66666603088,80.3333313465115,134.166668891907,423.703713417054,499.333335876459,210.925929069519,273.49999165535,75.9814818501471,30.6851849555971,97.407407581806,143.314813613892,77.629630088807,245.740736961363,279.666668891904,316.814810276031,230.814811229706,231.833333492279,199.833334922791,142.48148059845,60.5185192227362,159.370367050171,242.370371341705,144.14814901352,145.074076652526,101.185183525086,138.018519699574,41.8703713417051,65.1666651964191,49.833334803581,43.8703690767292,168.074076652527,52.407407283783,41.814814567566,138.648150444031,46.5000007748601,24.055555343628,"panc1"
"intensitiespanc38",409.13636779785,701.659088134757,583.13637542725,14457.9540710444,1154.86364674568,698.704554557806,1986.704580307,740.022727966304,832.36363983154,2887.09091758724,2758.31814575196,613.340904235837,464.477275848398,2635.84086608888,2997.63624954221,1350.34085774421,1003.29544830323,458.02272415161,348.750003814698,383.568176269534,443.590908050532,1082.36362838745,489.522729873653,5511.47724914548,5628.1137695313,4088.99991607663,2108.61359596247,2981.13634109494,1646.8181848526,600.045454025264,2255.70455932616,7649.06823730474,3778.38638305666,2839.77270507812,5220.15933227544,3480.81817626954,13091.5449829101,19273.7959899902,4519.13650512698,2013.77272033691,1971.40911865235,2196.54544067383,10206.5456848145,43486.3872070308,2518.68176269531,1435.7727508545,2992.09097290044,3697.65911865235,20500.6599693298,90917.59375,15368.4318923955,1729.43182373048,2747.34094238282,3836.25006103521,2953.47723388671,8229.72718811035,24747.9317932134,4590.70443725584,1986.93180847168,3342.75003051754,6756.09094238276,12155.6817321772,61484.1818084717,37143.1147155762,2646.40910339355,4239.9545898438,5269.31811523436,8175.25007629385,1976.88632202149,3576.40905761716,8633.79563522339,10254.0224456787,13992.4544830317,14282.3633728032,4814.13644409182,3694.40907287592,4960.0681457519,6066.06808471682,3768.72732543949,2220.20458984374,1099.68180561065,1290.97727966309,2996.74994659419,7386.59104919439,9530.90908813476,4055.90911102298,100.363635063171,1382.43180084228,1404.15906524658,1406.68185520173,965.340903282165,471.954541206362,1404.18182373047,1535.61365509034,1948.70456695553,2468.81824111943,1514.7727470398,2402.36364936825,1417.65912055969,513.272739410398,263.681819438939,643.659086227412,407.454544067386,293.977273464205,925.295471191401,170.022729873661,152.931818246842,125.863635063171,633.522716999054,525.159084320073,237.204544067383,110.931817293167,51.3409085273743,40.159090995789,59.0000004768367,144.977270126343,181.795454978944,184.181814193726,245.977275371555,358.909091949463,265.79545974731,178.249999046326,265.000003814698,136.636365890503,23.4772725105289,68.1590902805325,156.272726058961,70.545454025268,82.090907096863,104.181817770005,83.4090902805335,110.52273106575,119.954542160035,72.6818201541896,86.8636353015899,132.363638877869,82.6590902805328,39.9772722721102,105.545454740524,34.909090042114,35.4772720336917,"panc1"
"intensitiespanc39",166.444441795349,668.694450378414,598.666679382329,16461.2778320308,1242.05556678771,487.111108779912,1710.8610725403,897.61111450196,1079.11108398437,3257.63893890377,2355.61112976075,750.361114501956,630.222209930426,1711.61111450195,3285.50000762937,1487.05552864076,1091.94444704056,725.583332061761,651.86111450195,705.833309173589,407.444443702696,1597.94440460209,658.138895034794,5450.94435882575,6759.91653442383,5948.41666412354,3096.69444561005,4773.52766609192,2358.47225952145,772.722247600554,1912.63890075685,12235.72265625,4694.2222366333,3517.77770996094,5892.77767944337,2951.16668701171,11357.5831298829,19209.5004196167,4599.99996948246,1876.0832977295,2475.41662597659,2451.30554199219,7515.27783203119,33695.1662292476,1961.80557250975,1600.38890075683,2956.38888549805,3867.36111450193,21442.694442749,83661.0807304382,14426.5558929448,2128.38885498047,2660.91668701172,2893.22225952147,3034.38891601563,12292.6945953369,18281.6115655899,6149.80554199219,2017.69445800782,2871.1944885254,5171.80559539791,13083.1385612483,67270.8020935059,45958.6119842529,2299.69441223144,3788.86119079585,4274.61099243164,7613.30545043946,1981.33337402343,3464.44444274902,10785.6665649419,10752.2497711182,14926.3059082036,18661.6382446289,6230.61137390131,3083.13890075682,4520.38891601565,4869.08325195319,2805.77780151363,2143.33331298829,1491.05551528932,1606.36112976073,3707.38886260986,8957.08319854739,11831.3333053589,5075.27779388428,127.805555343628,1523.47219848633,1336.49999237061,1570.36110305787,1024.08336544037,459.750007629391,1280.63888549805,1871.58332824707,2690.72216033939,3216.58327484135,1784.5000114441,2811.44455718994,1587.33333206176,885.499998092648,499.666667938234,855.777790069578,368.472219467163,259.97222900391,1109.49997711181,366.027782917023,152.916662216187,208.416666984558,943.222221374515,839.694438457492,293.69443964958,288.44445228577,59.72222328186,31.9999997615816,34.666666984558,190.916666030884,155.22222137451,253.805557250976,487.555557250982,418.333322525024,393.555553436276,373.472224235542,267.222223758697,207.888887882231,45.3611128330235,84.5555558204649,304.083325386047,144.472220420837,144.611114501953,190.166668891907,99.0555548667911,137.055559158325,76.527777671814,131.388886451721,49.055555343628,248.388889312744,22.0555553436279,29.2500000000001,185.361114501953,98.6666641235349,33,"panc1"
"intensitiespanc4",205.685714721679,699.800014495851,471.68571472168,12002.0000610352,788.400014877319,675.314283370969,1462.3999557495,771.200004577632,1001.14288711548,2722.11424255372,1693.77140045166,727.54285812378,488.45713043212,1716.62859344483,2886.57140922546,1431.71431350705,1130.20002365112,635.600008964543,652.857147216801,366.914291381841,368.771430969237,977.371425151821,589.771416187288,5129.743057251,5025.97133922576,3593.88579130174,2257.65721678739,3136.82858467107,1729.51426696775,567.42855644226,1582.82858276366,7795.91406249995,3373.62854766842,3036.14282226564,4900.99996948246,2570.14282226562,9423.48583984385,21370.4286499024,4543.51435852045,2160.02856445312,2247.57147216797,1835.08566284179,8571.71405029296,48481.4567947393,2166.97141647339,1414.71427154542,3308.42863464353,3575.51432800297,24184.7998428345,116717.26071167,19123.1141777039,1754.82851028443,2524.28573608398,5809.77148437501,3501.34288024894,11613.2569122315,23739.3432464599,5021.42852783203,1885.22860717773,2863.80004882817,7809.62864685064,12409.3430252075,60026.3724365234,31605.7722167969,2694.71423339843,3747.68560791015,4522.74279785158,8135.68573760983,1674.2857208252,3385.65711975098,8630.1140871048,8639.3714447021,13315.4283523554,15589.4002380376,4694.45705604553,3511.71424102783,5029.2570800781,5640.25711059573,2347.68572998047,2160.25714111328,1368.59994983672,1633.42857360839,3294.97148132321,8689.11413574216,9275.02859306333,3729.37134933467,151.371430397034,1481.57140731811,1537.74288749695,915.999996185308,592.17143058777,312.542847633357,981.94285583496,1697.48568916322,2194.65721893314,2760.48571014404,1647.22858047485,2284.28576660154,1062.11430358887,351.54286384583,251.342862129214,620.114280700679,327.771423339841,222.314285278321,686.97144126892,268.457138061518,74.257142066955,70.3142853975294,674.285713195799,469.685718536379,227.314286231996,127.342859268188,55.714286804199,17.2857141494751,41.3428575992588,122.285713553428,97.7999963760372,252.942852020261,337.514298558244,285.657139778136,244.285716056824,182.885715961456,180,134.371431350708,54.0571429729463,44.057143211365,154.600003242493,80.085713386536,93.6571419239047,127.17142534256,108.285712242127,89.0857133865352,59.0285711288451,24.6571424007413,62.857143402099,73.7142844200145,29.1142859458926,25.65714263916,131.428573131561,74.0285701751703,21.3714284896852,"panc1"
"intensitiespanc40",314.499999999997,645.84210205078,762.763145446779,15780.1055603027,1195.99998474122,768.947357177739,3463.28954315189,643.710521697997,904.315784454339,2282.39479064941,2228.60522460936,602.894729614264,575.07894325256,1997.81582641602,3753.44737243658,1704.44743728634,1141.9736881256,535.105272293094,420.894737243655,388.657884597782,342.447364807125,1368.89473915098,946.315773010254,4988.05269622805,5269.52620697025,3823.57902193068,2163.60528564458,3949.28938484194,2247.52632427212,616.026310920713,1568.71054077149,5503.55274963381,3265.26313781742,3141.97363281249,5656.81562805182,2283.47370910645,12132.1053466797,19205.4998168945,3975.73673629761,1813.23681640625,2377.68423461913,1662.15786743165,8578.36828613278,37207.7627563472,2467.02631378172,1389.42104339599,3522.26318359379,3626.42101287842,20948.6587219238,82539.2602844238,13927.0268096929,1605.68421936035,2148.36837768555,3308.6841430664,3376.81576538087,12875.4997558594,17226.0264892583,4902.63150024411,1819.1315460205,2375.31584167478,5578.02638339999,12504.6842632299,58620.7633590698,31072.6319885254,1991.23684692382,3510.81570434563,4300.84208679192,6719.71049499514,2078.84213256837,3209.55255889897,9061.44773864746,11459.8948745722,14336.4741477972,13573.1049041753,4463.15782165532,3471.23680686945,4120.07904052728,3853.94723510748,3353.26315307618,2137.73687744141,1126.47369861603,1852.76315307616,3370.57900238038,8260.89490318301,9709.18389129636,4449.07900238039,137.526317596437,2017.89473342894,1411.81581115722,869.447378158565,772.710516929633,261.342107772827,1055.28945922852,1474.02630996704,2221.1315841675,2587.3157501221,1584.71052074433,2259.68415069583,1134.7105102539,670.026293754569,276.526314258574,621.473678588869,352.868429183961,147.605264186858,1051.05263519287,165.157893180847,71.8684208393094,129.184208869935,733.263174057013,479.342112064366,256.657888412474,110.157892227173,58.8157911300655,43.210527420044,57.3947353363039,119.421051025391,67.868419647217,151.105268001557,245.078941345217,295.578943252568,241.736841917035,89.0526299476623,170.842103958131,107.184209823608,73.131580352784,83.131579399109,172.789474487305,119.921050071716,110.236838340759,117.657895326615,90.8684194087986,41.6315798759464,78.3684220314022,93.078948974609,34.5789480209346,90.7894732952114,54.868420600891,42.3157894611361,108.921054840088,69.8157899379731,63.3947389125825,"panc1"
